	1	Goods	App	Delivery	Payment	CS	Price	Marketing	AD
207	들어갈 때마다 로그인 하게 하더니 이제는 아예 로그인 자체가 안되네요.	0	1	0	0	0	0	0	0
208	결제가 왜 안됩니까?? 아놔 서버오류네 뭘까요??	0	1	0	1	0	0	0	0
209	내가 리뷰 첨 남기는데 진짜 물건 사지도 않았는데 뭔놈의 인증을 하라고 비회원구매도 인증 인증 어우 짜증 안 사	1	1	0	0	0	0	0	0
210	오른쪽 어께 앞부분이 바느질이 안돼어있어고요. 바느질이 엉망 싸구려 티나요 교환하려다가 제가 수선했습니다. 앞으로 꼼꼼히 살펴보시고요. 보내세요.	1	0	0	0	0	0	0	0
211	반품 정말 복잡하고 고객센터 상담원도 어리벙벙하고 정말 불편하네요 다신 안쓰려고요	1	0	0	1	1	0	0	0
212	메뉴 이동이 잘 안됨	0	0	0	0	0	0	0	0
213	로그인 하나도 안됨	0	1	0	0	0	0	0	0
214	다운안됨..	0	0	0	0	0	0	0	0
215	로그인이라도 되면 다행이지 싶네 ㅠ 하 앱을 이따구로 만들어놓고 먼	0	1	0	0	0	0	0	0
216	회원가입할 때 휴대폰번호 적는 칸도 안 만들어놓고 자꾸 휴대폰번호 쓰라는건 뭐냐구요 회원가입을 하라는거야 말라는거야	0	1	0	0	1	0	1	0
217	간편해서 종종 이용합니다.	1	0	0	0	0	0	0	0
218	기존등급 유지 안되고 자기들 맘대로 새로 했는데 전부터 공지했다는데 대체 어디에 공지해놨었는지 모르겠네요...앞 분 의견과 공감~ 상품 수도 엄청 줄고 버벅거리고 엉망진창임	1	0	0	0	0	0	0	0
219	그런대로 괜찮네요 다만 상 각을 조금 더 두었으면 모양이 살것갇네요.	0	0	0	0	0	0	0	0
220	유용함	0	0	0	0	0	0	0	0
221	감샤합니다	0	0	0	0	0	0	0	0
222	멀티로 다른앱들갔다가 다시들어가면 첨부터 다시 켜져요. 진짜불편 ;;	0	1	0	0	0	0	0	0
223	이렇게 되면 또 다시 한번 가보고 싶네요	0	0	0	0	0	0	0	0
224	최고입니다. 상품도 다양하고 각종혜택도 받기 편리합니다.	1	0	0	0	0	0	0	0
225	고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 지속적으로 서비스 개선을 위해 노력하고 있으나 만족시켜드리지 못한 점 사과 드립니다. 말씀해주신 오류 내용에 관련하여 정확한 현상 확인이 어렵습니다. 번거로우시겠지만, 자세한 오류 내용 및 사용 기기를 (mlotte@lotte.com) 로 보내주시면 확인 후 안내드리도록 하겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다. 감사합니다.	1	1	0	0	1	0	0	0
226	최초결제쿠폰 받아서 결제하다 오류나니까 쿠폰사라짐 ㅋ 앱 바로지우고 쿠팡에서 삼...	0	1	0	1	0	0	1	0
227	설치가 엄~~~~~청 늦게 됩니다. 설치하지 마세요!!!!	0	1	0	0	0	0	0	0
228	도돌런처 스티커 살려고 했는데 이앱을 설치하라네요... 뭐 스티커를 살수 있으니 나쁘진 않네요... 하지만 쓸데없이 설치하고 싶진 않은데 어쩔수 없네요 뭐 나쁘진 않은니 별 3개 드립니다...	0	1	0	0	0	0	0	0
229	로그인할때마다 비번바꿔야됨 하루에 2번바꿨음ㅋㅋㅋ	0	1	0	0	0	0	0	0
230	별하나도 아까움 상품 선택후 주문하기 누르면 기본적으로 몇천원씩 가격이 뻥튀기됌 인심쓰듯 쿠폰쓰라함ㅋㅋㅋ	1	1	0	0	0	1	1	0
231	좋읍니다	0	0	0	0	0	0	0	0
232	편합니다	0	0	0	0	0	0	0	0
233	굿	0	0	0	0	0	0	0	0
234	모바일 쇼핑에 편한기능이 많네요.	0	1	0	0	0	0	0	0
235	어플을 발로만들었나요 사용하기 너무불편함 브랜드검색도 제대로안되고	1	1	0	0	0	0	0	0
236	네이버 로그인 안됌 그랬어 앱 가입 할려고하니 안됌 개판 왕짜증 휴대폰.이름 적으라고 하는데 정말 웃긴 쇼핑몰 역시 모바~~일 쇼핑은 옥션이 최고야 ~~~~~~~~~~~~	1	1	0	0	0	0	1	0
237	필요한 것에 대해 흡족한 금액으로 구매가 가능해서 만족합니다.	1	0	0	0	0	0	0	0
238	이상해요 살인자 암살자	0	0	0	0	0	0	0	0
239	로그인을 계속하라고 하네요 주문하는데 로그인만 몇번째인지 ㅠㅠ 왜 자꾸 이런 현상이 일어나는거죠? 슬슬 짜증나려고 해요	1	1	0	0	0	0	0	0
240	설치중에서 넘어가질않아요 일주일째 사용못함	1	1	0	0	0	0	0	0
241	롯데닷컴 이용할 때는 못 느꼈던 불편들이 통합되고는 팍팍 느껴집니다 ㅠㅠ 사이트도 더 보기 불편하고 검색도 편한지 모르겠고 여러개 골라서 주문하니까 결제오류 심하네요	1	1	0	1	0	0	0	0
242	톰보트좋아요~영~스타일로 크지않아 맘에 쏙 듭니다	0	0	0	0	0	0	0	0
243	로그인 오류 도대체 언제까지 참아야하나요?	0	1	0	0	0	0	0	0
244	로그인 자체가 안 돼요. 20번도 넘게 하다가 혈압 올라 죽는 줄... 이 상태로 오픈을 했다는 게 놀라울 따름입니다	1	1	0	0	0	0	0	0
245	1로그인안되	0	1	0	0	0	0	0	0
246	로그인이 안되요	0	1	0	0	0	0	0	0
247	비번 재설정 계속해도 로그인 안됨ㅠ 완전 짜증남.. 컴은 되는데 폰은 안되고.. 이거 뭐야!	0	1	0	0	0	0	0	0
248	품위있고 너무나 예뻐요	0	0	0	0	0	0	0	0
249	다 모아놓으니까 사용하기 편리해요!	1	0	0	0	0	0	0	0
250	롯데의 쇼핑앱이 여러 개여서 헷갈렸는데, 일괄성이 없어보였었는데, 통합되어 편리해졌습니다.	0	1	0	0	0	0	0	0
251	좋습니다	0	0	0	0	0	0	0	0
252	굿	0	0	0	0	0	0	0	0
253	고객님, 안녕하세요. 롯데닷컴입니다. 먼저, 쇼핑에 불편을 드려 죄송합니다. 말씀주신 현상에 대해서 수정 조치가 되었습니다. 신규 버전 앱을 다운받으셔서 정상 서비스 이용을 부탁 드립니다. 항상 고객님에게 편안한 서비스를 제공할 수 있도록 노력하겠습니다. 롯데닷컴 서비스 이용에 불편을 드려 다시 한 번 죄송합니다.	1	1	0	0	1	0	0	0
254	귀챠네요	0	0	0	0	0	0	0	0
255	업데이트하고나서 결재가 안되네요	0	1	0	1	0	0	0	0
256	속도도 느리고 개판	0	0	0	0	0	0	0	0
257	서비스에 신경써주시기바립니다.	0	0	0	0	1	0	0	0
258	좋아요~	0	0	0	0	0	0	0	0
259	굿!!	0	0	0	0	0	0	0	0
260	통합이 되긴 됐는데 불편하네요 속도가 여전히 느리고... L포인트나 M쿠폰은 그대로 유지를 해야하고	0	0	0	0	0	0	1	0
261	좋아요	0	0	0	0	0	0	0	0
262	'피부 7<>	0	0	0	0	0	0	0	0
263	백화점가서 제값주지말고 저렴히 롯ㆍ닷	0	0	0	0	0	0	0	0
264	좋습니다.	0	0	0	0	0	0	0	0
265	좋아요 99	0	0	0	0	0	0	0	0
266	좋아요	0	0	0	0	0	0	0	0
267	쉽게 찾고 검새하고 편하게 볼수 있어 좋으네요.	0	0	0	0	0	0	0	0
268	오류가 자주 나고 속도가 느림	0	1	0	0	0	0	0	0
269	보기 편합니다	0	0	0	0	0	0	0	0
270	너무 자주 업데이트 됨.메모리용량 괴물	0	1	0	0	0	0	0	0
271	좋아요	0	0	0	0	0	0	0	0
272	좋아요	0	0	0	0	0	0	0	0
273	좋아요	0	0	0	0	0	0	0	0
274	다양한 제품이 많아요	1	0	0	0	0	0	0	0
275	좋아요	0	0	0	0	0	0	0	0
276	좋다	0	0	0	0	0	0	0	0
277	쇼핑하기 편하게 되어 있어요	0	0	0	0	0	0	0	0
278	엘페이결제시 ARS인증 절차 생긴이후로 다른곳에서 쇼핑하게되네요... 편하고 빠르게 결제할려고 엘페이가 생긴게 아닌가요 ..	0	1	0	1	0	0	0	0
279	별 1개도 아깝네요 화면 잠시 껏다키면 초기화되있고, 통합이라면서 롯데닷컴에서 구매했는데 구매내역 조회도 안되고 답답한어플	1	1	0	0	0	0	0	0
280	굳	0	0	0	0	0	0	0	0
281	고객응대 친절하고, 빠르게 처리해줘서 감사합니다.	0	0	0	0	1	0	0	0
282	종류가 다른 싸이트에 비해 많아 좋아요~	1	1	0	0	0	0	0	0
283	굿	0	0	0	0	0	0	0	0
284	롯데신용카드 및 엘포인트를 쓰는지라 정말 롯데를 이용하고 싶지만...어플로 몇 번 시도하다 포기하고 이마트로 넘어간게 한 두번이 아닙니다...정말 애용하고 싶은 마음이 간절해 자진해서 리뷰 쓰러 왔습니다...1. 뒤로 누르면 매번 스크롤이 처음으로 올라가있어서 처음부터 다시 스크롤을 내려 원래 보던 위치까지 다시가야 합니다->이러다 보니 뭔가를 누르기 무서워 살 수가 없습니다. 이마트처럼 클릭하지 않고도 목록에서 바로바로 장바구니에 담을 수 있는것도 아니라서 정말 클릭하지 않으면 구매가 안되는데....2. 구매로 이어지는 클릭수가 너무 많습니다....품목 클릭->장바구니 담기 클릭->장바구니 또는 바로구매던가 클릭...무려 세번이나 클릭해야 겨우 장바구니에 담깁니다....이마트같은 경우는 목록에서 바로 클릭하면 장바구니에 담기는, 즉 클릭 한 번만 하면 되는것에 비해...물건을 5개 담는다치더라도 벌써 10번의 차이가 납니다. 클릭 별거 아닐 수도 있는데 이거 의외로 귀찮아서 하다보면 짜증이 납니다...3.카테고리 분류가 좀 비효율적입니다. 처음에는 너무 크게 분류되어있고 갑자기 너무 세분화됩니다. (롯데온에 식료품만 사러 오는 사람으로써 수많은 카테고리에서 식료품인가를 찾아들어가는 것부터 짜증이 납니다...) 그리고 두번째카테고리가 다 보이지 않아 굳이 더보기를 눌러야 하는 것도 짜증이납니다. 그런 후 세번째에 갑자기 너무 많이 세분화되어 혼란스럽스러운 목록을 보며 내가 원하는걸 찾다보면 그냥 에라이 하고 어플을 끄고 이마트로 넘어갑니다. 그리고 이마트어플로 장보다보면 엄청 빠르고 신속하게 장보기를 마치게 되지요...혹시 매출이 줄어들거나 잘마오지 않는다면 한 번 고려해보시기 바랍니다. 롯데카드 및 엘포인트를 쓰는 저도 쓰는것을 포기하게 만든 어플인데...남들은 오죽할까 싶습니다...	1	1	1	1	0	0	1	0
285	즐기면서 쇼핑하고 있습니다.	0	0	0	0	0	0	0	0
286	굿	0	0	0	0	0	0	0	0
287	편리함	0	0	0	0	0	0	0	0
288	완전좋아요 여기다있네ㅎ	0	0	0	0	0	0	0	0
289	업데이트 좋아요~	0	1	0	0	0	0	0	0
290	좋아요	0	0	0	0	0	0	0	0
291	색상 디자인 빠른 배송 모두 만족합니다💕	1	1	1	0	0	0	0	0
292	상품발송 엄청 빨라요 제가 시험삼아 롯데닷컴에 제품 하나, CJ몰에 제품 하나 시켰는데 롯데닷컴은 영업시간 오전에 바로 발송완료인데 Cj몰 제품은 하루가 끝나가고 있는데 아직도 상품준비중이네요. 게다가 CJ몰은 상품문의 답글도 엄청 늦고, 재고 관리도 제대로 안함	1	0	0	0	1	0	0	0
293	아 배송정보확인하기 겁내 짜증나게 해놨네 롯데에서 주문안할란다 이제	1	1	1	0	0	0	0	0
294	좋아요	0	0	0	0	0	0	0	0
295	인터넷사이트에서는 로그인이 잘되는데 앱에서는 회원정보가없다네요?	1	1	0	0	1	0	0	0
296	배송지주소 추가수정하는곳좀 만들어주세요.결제오류나면 새주소입력을 무한반복해야합니다.정말 힘드네요ㅠㅠ 왜자꾸 저혼자 앱이 팝업되어있는건지 이유를 알 수 없네요. 삭제합니다 ㅠㅠ	0	1	0	1	0	0	0	1
297	뭔 앱이 쉴 새 없이 떠요;; 심지어 다른 앱을 눌렀을 때도 롯데닷컴 앱이 추가로 뜨네요.. 광고인지 뭔지 모르겠지만 짜증나서 지웁니다.	0	1	0	0	0	0	0	1
298	생각보다 빠른 배송 감사하고 냄세가 많이 나서 아직 사용 못하고 있으나 푹신하고 건강에도 좋을것 같아 안심하고 사용할것 같다	1	0	1	0	0	0	0	0
299	편해요	0	0	0	0	0	0	0	0
300	good	0	0	0	0	0	0	0	0
301	굿굿굿	0	0	0	0	0	0	0	0
302	굿	0	0	0	0	0	0	0	0
303	요즘앱 같지 않음! 장바구니에 넣어둔 상품 클릭하면 해당 이벤트 기간이 아니라고 뜸 몇번 다시 왔다갔다하며 클릭해야 볼수 있음 그외 배송기간은 왜그리 긴지... 엄청불편함 ㅠ	1	1	1	0	0	0	1	0
304	정말 별로인거같습니더	0	0	0	0	0	0	0	0
305	비교해보고 사는편인데 다른데 보다 상품도 많고 훨씬 저렴한거 같아요	1	0	0	0	0	0	0	0
306	좋아요	0	0	0	0	0	0	0	0
307	굉장히 잘 쓰고 있습니다	0	0	0	0	0	0	0	0
308	별점 후하게 주고 갑니다~	0	0	0	0	0	0	0	0
309	무슨 결제만 누르면 오류가떠요	0	1	0	1	0	0	0	0
310	给i个i姐姐了解 进口美女没看计划经济	0	0	0	0	0	0	0	0
311	우선 내가원했던가방크기라 넘좋아요	0	0	0	0	0	0	0	0
312	앱전용 할인혜택이 잘 되어있어 넘 좋아용	0	1	0	0	0	1	0	0
313	로그인오류,데이터 ×나느림해도해도너무함	0	1	0	0	0	0	0	0
314	컴퓨터에서 로그인 정상되는데 모바일에서는 안되는 이유가 있나요 시간만 허비하네요	0	1	0	0	0	0	0	0
315	넘 좋아요 가격도 저렴하고 좀더 저렴한 상품 많이많이 나왔음 좋겠어용	1	0	0	0	0	1	0	0
316	다양한 제품을 저렴하고 빠르게 구매할수 있는 장점이 있지만 사용 편의성은 살짝 부족한감이 있네요	1	0	0	0	0	0	0	0
317	저렴한 물건들이 종종 보여서 괜찮네요	1	0	0	0	0	0	0	0
318	빠른 결제가 좋습니다	0	0	0	1	0	0	0	0
319	로그인 오류 또 시작이네.. 개선의지 없는듯	0	1	0	0	0	0	0	0
320	로그인 안되고 참 별로	0	1	0	0	0	0	0	0
321	자동 로그인해도 자꾸 로그 아웃되고, 로그인도 안되고 튕김.	0	1	0	0	0	0	0	0
322	편리하게 잘 되어 있습니다	0	0	0	0	0	0	0	0
323	좋아요	0	0	0	0	0	0	0	0
324	롯데 앱들은 가끔 먹통 됨. 로그인 상태인데도 수시로 로그아웃되고 특히 주말이나 금요일부터 먹통 만들기 때문에 대응도 전혀 안됨.	1	1	0	0	0	0	0	0
325	평가 쭉보니 완전 개판이네.. 나만 그런줄 알았더니. 1.로그인오류 계속 뜨고.. 2.배송지 변경때문에 인증 다받고 적용되겠거니 하고보면 적용 안되있고.. 3.로그인은 계속하라고하고..자동로그인은 왜 있는건지.아 특수문자 치기 귀찮은데.. 4.로그인오류는 계속뜨고.. 로그인문제 오류난다고 글올라와도 구글스토어에선 확인이 불가하니 롯데 어쩌구에다가 하라하고.자 이제 위에 정리해드렸으니 뭐좀해봐요 좀.. 답답하네 진짜..	1	1	0	0	0	0	0	0
326	잘 사용됐었는데 13일 계속 로그인해라고 함 그러다 로그인실패입니다 라는 문구가 뜨네요 어플삭제후 재설치.. 이젠 어플 정지멘트와 함께 자동꺼짐	1	1	0	0	0	0	0	0
327	로그인오류 진짜 심각하네요. 쇼핑앱이 이러는건 롯데닷컴이 처음임ㅡㅡ;	0	1	0	0	0	0	0	0
328	로그인 했는데 페이지 이동하면 또 로그인하라고 함..아이디 비번 치면 로그인 실패라고 나옴..또 로그인 안된 상태에서 다른 페이지로 이동하면 로그인되어 있음.한 마디로 개 엉망임.	1	1	0	0	0	0	0	0
329	회원가입이 안되네요. 어플에서 회원가입 마지막 단계에 이름와 휴대폰 기입란이 안뜹니다. 관련 사진을 첨부할 수 없다는 게 아쉽네요. 고쳐주시길 바랍니다.	0	1	0	0	1	0	1	0
330	잘 되다가 로그인 오류가 계속 됩니다. 몇차례.. 인증을해도 비번 설정도 어렵게 영문 숫자특수문자 하라.. 연세있는 분들 복잡하게.. ㅡ 맘에안듭니다. 쿠팡이나 타회사 로 갈아타기를 바라신다는 뜻인지요? 전화상담 롯데톡. 다 안되고.	0	1	0	0	1	0	0	0
331	55779 umm aww as - yyyyyyyy//uh y/yyyyyyyyyy	0	0	0	0	0	0	0	0
332	네이버로 주문하나 어플까나 가격동일. 할인해준데서 깔았는데 낚임 전화해보니 상담원도 그러려니함 다들 굳이 어플깔 필요 없이 인터넷으로 주문하셔요	1	1	0	0	1	1	0	0
333	전화번호 도용당한듯 어떤 상너메것이 전화번호를 내꺼로 등록해놨는가 갑자기 결제ars인증번호 전화 겁나오고 개 귀찮게함 전화번호 인증도 안하고 대충 결제 ars 전화가도록 되있는건가요? 개귀찮으니까 어떻게 좀 해봐바요	0	1	0	1	0	0	0	0
334	인터넷이건 앱이건 회원가입시 오류쩖 걍 다른곳에서 살게요	0	1	0	0	1	0	0	0
335	완전낚임 낚시쩐다. 문자로 1만원이상 5천원 할인쿠폰 줬다고 어플깔고 쇼핑하라더니 어플깔고 로긴하니 3만원이상 5천원 쿠폰임ㅋㅋㅋㅋ 장난하냐?	0	0	0	0	0	1	1	1
336	그냥 다른 브랜드 쓰고싶어질정도로 bad request 업뎃해더 계속 떠요 ㅋ	0	0	0	0	0	0	0	0
337	5봉지 재구매 했습니다 품질우수하고 포장상태도 고급스럽습니다	1	0	1	0	0	0	0	0
338	믿을수 있는 품질이라 믿고 주문합니다.	1	1	0	0	0	0	0	0
339	업데이트중 대기시간이 너무걸리네요	0	1	0	0	0	0	0	0
340	왕짜증. 물건 선택하고 배송지 변경 했더니 다시 로그인하라고, 그래서 로그인하고 다시 물건 선택하고 배송지 변경했더니.. 무한루프.. 혹시나해서 다른 스아트폰으로 해도 같네.	1	1	0	0	0	0	0	0
341	사진로딩 딜레이되고 강제종료 잦음	0	1	0	0	0	0	0	0
342	앱 사용 시 계속 끊김현상이 있고 느리고 비번도 계속 틀리다고 나오네요.	1	1	0	0	0	0	0	0
343	앱깔고 접속이 안돼요 엡은 전혀 안돼고 다르게 감색해서 들어가야 한네요	0	1	0	0	0	0	0	0
344	잘 사용 중인데 갑자기 접속이 안되네요. 왜 이런걸까요?	1	1	0	0	0	0	0	0
345	빠른배송과 깔끔한포장 감사해요 굿	0	0	1	0	0	0	0	0
346	왜자꾸비번이잘못됫다고 방금바꿧는데	0	1	0	0	0	0	0	0
347	별루야	0	0	0	0	0	0	0	0
348	최악! 배송 기본 9~10일 소유 롯데믿고 주문한 고객 호구만드는곳 배송지연 환불및사과비 5천원 먹고 떨어지라함. 배송지연 경험하고싶으면 주문하세요. 2번 당하고 회원탈퇴함. 롯데닷컴 배송지연 사례 보고 주문하세요!	1	1	1	0	1	0	0	0
349	좋아요~	0	0	0	0	0	0	0	0
350	좋아요	0	0	0	0	0	0	0	0
351	좋은상품 감사 ^^	1	0	0	0	0	0	0	0
352	빠르고 정확해서 좋아요~	1	0	0	0	0	0	0	0
353	자동할인적용이 넘나 좋아요	0	1	0	0	0	0	0	0
354	종종 이용하는데 저렴하게 잘 구입하고 있어요	1	0	0	0	0	0	0	0
355	정확한 시간에 잘받았읍니다	1	0	0	0	0	0	0	0
356	업데이트 안돼요 며칠전부터 계속 다운로드 대기중이고 어쩌다 다운로드하면 계속 다운로드중이라고만 뜨고 그래서 앱을 제거하고 다시 설치를 하려하니 똑같은 증상입니다	0	1	0	0	0	0	0	0
357	제품 상태도 괜찮고, 배송도 빨라서 좋네요 사용 편의성만 조금 개선되면 딱 좋을 듯 싶네요	1	1	1	0	0	0	0	0
358	봉제라인이 없어 편안하고 착용감도 좋아요	0	0	0	0	0	0	0	0
359	문제없이 잘 사용하고 있네요~	1	0	0	0	0	0	0	0
360	탁월한 선택 롯데온	0	0	0	0	0	0	0	0
361	나름 만족~	0	0	0	0	0	0	0	0
362	상품 품질에 대해서는 아주 만족합니다.	1	0	0	0	0	0	0	0
363	로긴실패 쌩뚱 맞게 로그인정보 일치하지않는다고 나옴 업데이트 후... pc에서는 동일 아이디 비번으로 정상 로그인되는데 앱에서는 계속 일치하지않는다고 나와서 그냥 앱삭제	1	1	0	0	0	0	0	0
364	굿	0	0	0	0	0	0	0	0
365	싸고 좋아요	0	0	0	0	0	0	0	0
366	사용 짜증 반응도 늦고 쿠폰준대놓고 클릭해도 무반응, 그나마 닫기는되네ㅋ	1	1	0	0	0	0	1	0
367	계속 에러 생겨서 삭제하고 깔고 이게 무슨 미친짓인지!!자기네 맘대로 업데이트라는 명목하에 고객을 우롱하는 얼빵한 짓을 하고선 아직도 개선이 안되고 있다!!열통터져서 리뷰 남긴다!!롯데정신차리세요	0	1	0	0	1	0	0	0
368	굿	0	0	0	0	0	0	0	0
369	좋아요	0	0	0	0	0	0	0	0
370	넘넘 편하고 좋네용^^	0	0	0	0	0	0	0	0
371	명품 가격 실화? 여기가 제일 싼 듯	1	0	0	0	0	1	0	0
372	배송 무지 빠름 설 이후 배송인줄알았는데 배송 알림 다음날 오전 아홉시도착 친절 하신기사님 고맙습니다 깔끔하고 화면좋고 good	1	1	1	0	0	0	0	0
373	쇼핑몰 중 제일	0	1	0	0	0	0	0	0
374	음 다양한상품 저렴히 살수 잇는 앱이어서 굳굳굳	1	1	0	0	0	0	0	0
375	빠른배송 좋아요 늘믿고구매하는앱이라 강추합니다	1	1	1	0	0	0	0	0
376	늘 애용해요~ 플래티넘이라서 배송료무료라 좋아요~^^	0	0	0	0	0	0	1	0
377	업데이트 참안되네요	0	1	0	0	0	0	0	0
378	분주함 속에서도 즐겁게 배달하시니 받는 마음이 너무 감사합니다	0	0	1	0	0	0	0	0
379	앱 오류날까봐 업뎃하고싶지 않은데 업뎃 안 좋아하는 사람도 있는데 업뎃 안 하면 사용 못 하게 하는 거 바꿔주세요. 최신버전으로 업그레이드 싫습니다. 리뷰보니 오히려 업뎃하고 문제도 많은 것 같고요. 안 하고도 사용할 수 있게 해주세요.	1	1	0	0	0	0	0	0
380	인덕션용 밥솥을 구매했는데 아주 좋아서 냄비셋트를 구입하게되었어요 마음에 쏙들어요 감사합니다~	1	0	0	0	0	0	0	0
381	롯데닷컴 베스트 상품볼때 남성 20대로 보다가 뒤로가기 누르면 다시 여성 20대로 바껴져있어요 화면도 갑자기 젤 위쪽으로 바뀌구요 왜이런거에요?	1	1	0	0	0	0	0	0
382	배송도 빠르고 상품도 마음에 들고 샘플 사은품도 많이 주셨네요~ 상품권 만원도 함께 보내 주셔서 너무 감사해요 ~^^ 다음에도 또 주문하려고 해요	1	1	1	0	0	0	0	0
383	장바구니에 제품여러개담아서 결제하기하면 주문서작성중만 계속나오고 넘어가지않습니나 한개주문할때는 바로되는데ㅜㅜ 몇일째 주문을못하고있네요 예전에는 안그랬는데 어떻게 주문을하라는건지모르겠네요 빠른게 개선좀해주세요	1	1	0	1	0	0	0	0
384	장바구니안에 있는걸 사려는데 넘어가는데 3분걸려요. 다운된줄알았는데 ㅡㅡ 그담 카드선택하는데 다시 3분 걸려요. 이거 사지마란거죠?	0	1	0	1	0	0	0	0
385	상품이 보내지지도 않았는데 문자가오고 취소하고 냬용보려니까 비회원주문인데 자꾸 앱을 가입하라고하고 짜증나네요 진짜.. 물건이 지금 오지도않고 환불도 아니고 붕뜬상태인데 뭘 확인하려고하면 앱을 설치하라는 창으로만 넘어가니 소비자우롱한다는 생각밖에 안드네요	1	1	0	0	1	0	1	0
386	지인한테 선물할일이 있었는데 롯데온에서 이번에 선물세트 득템했어요!!	0	0	0	0	0	0	0	0
387	앱이 바뀌면서 제 플래티넘 등급이 없어졌어요 대체 무슨일인가요 제가 여태껏 구매한 이력이 순식간에 사라졌어요 대체 뭔일이에요	1	1	0	0	0	0	0	0
388	고객님 안녕하세요. 롯데닷컴입니다.	0	0	0	0	1	0	0	0
389	앱이 다운 받아지지가 않아요..설치부터가 이래서야...	0	1	0	0	0	0	0	0
390	앱을누가만든건지 주소바꾸고 적용하면계속 로그인화면으로돌아가네 여기서는안사야겠다 앱삭하고손절합니다	0	1	0	0	0	0	0	0
391	장난하는것도 아니고 로그인만 도데체 몇번을 바꿨는지 .. 그리고 매인창에도 그렇고 . 하 ...	0	1	0	0	0	0	0	0
392	배송도 몇일이나 늦게 오고 상담 문자도 않돼네요..배송 빨리 부탁드려요	0	0	1	0	1	0	0	0
393	아이디 비번 틀리다고 계속 나오는데 네이버에서 들어가면 로그인 되는데 왜 어플은 안된지 ㅠㅠ	0	1	0	0	0	0	0	0
394	롯데닷컴 롯데아이몰 L롯데 통합아이디 로그인인데 롯데닷컴에서만 같은 아이디 비번으로 로그인이 안됩니다 핸드폰번호로 아이디는 검색이 되는데 비밀번호 변경하려고 아이디를 입력하니 존재하지 않는 회원이라고 하고 나머지 롯데아이몰 L롯데는 동일 아이디로 잘만되는데 왜그런건지 답답하네요 답변주세요	1	1	0	0	1	0	0	0
395	어플사용하지도 않았는데 백그라운드에 실행이되어있어요 진짜 기분나쁘니까 오류좀 바로 수정해주시죠	1	1	0	0	0	0	0	0
396	몇번을해도 비번을바꿔도 로그인도 안되는 앱....	0	1	0	0	0	0	0	0
397	지금 로그인이 안돼고 있어요 로그인중에 오류가 발생해서 로그아웃되었다는 창만 계속 뜨고 하루종일 로그인이 안대는데 이거 어떻해야되요 답답해 죽겠네ㅣ 어플 삭제후 다시 깔고를 몇번을 햇는데도안대요 고객센터도 로그인이 돼야 문의하는데 로그인이 안대는데 어떻게 하느냐고요?	0	1	0	1	1	0	0	0
398	로그인이 안되요 로그인하려면 오류로 로그아웃되었대요	0	1	0	0	0	0	0	0
399	아주 맘에 듭니다. 소재도 좋고 디자인도 여유있으면서 핏도 살고 만족합니다.	1	1	0	0	0	0	0	0
400	앱이 실행이 안됨	0	1	0	0	0	0	0	0
401	롯데닷컴만 거의 이용하는데 오늘 왜이러나요 들어가도 로딩 한세월에 이미지는 하나도 안나오고 다른앱가서 사야하나요 ㅡㅡ고쳐주세요 니트좀사게	1	1	0	0	0	0	0	0
402	앱 푸시동의가 앱 열때마다 뜨고 로그인유지가 되지 않음. 매우 불편한 앱...	0	1	0	0	0	0	0	0
403	1:1 문의글 작성시 사진 첨부하고 등록하기 누르면 사진업로드 실패했다고 뜨네요 어플 지우고 새로깔아도 똑같습니다 다른 사람폰으로 해도 똑같은 에러발생합니다	0	1	0	1	0	0	0	0
404	원단도 좋은거같고. 가격대비 입엇는데 옷맵시도. 멋쩌요	1	0	0	0	0	1	0	0
405	앱을 보다가 계속 멈추고 초기화면으로 돌아가요...깔고 5분동안5번은 되돌아간거같아요	0	1	0	0	0	0	0	0
406	막 나가자는거죠. 가입하고 쿠폰 이것저것 다 받았는데 막상 결제창 들어가니까 쿠폰 12개가 마이페이지에는 뜨는데 선택하는 화면이 아예 없음. 혹시나 해서 어플을 깔았지만 마찬가지 시간낭비 데이터낭비	0	1	0	1	0	0	1	0
407	최고임	1	0	0	0	0	0	0	0
408	업데이트 너무자주한다.....	0	1	0	0	0	0	0	0
409	앱이 실행이 안돼요	0	1	0	0	0	0	0	0
410	엘칸토남성구두 잘 샀습니다. 좋은구두저렴하게 보내주셔서 감사합니다. 하나더주문할까 합니다. 사업번창하세요^^	1	1	0	0	0	0	0	0
411	편리성. 상품성 좋아요^^	1	0	0	0	0	0	0	0
412	배송 엄청느리고 로고.이름.핸펀번호는 왜이리 붙여놓았는지 눈 사팔되겠네	0	0	1	0	0	0	0	0
413	앱을 잘하기우해 열심이노력함?	0	1	0	0	0	0	0	0
414	빠른 답변 감사합니다~	0	0	0	0	1	0	0	0
415	최고	1	0	0	0	0	0	0	0
416	관리좀하시죠	0	0	0	0	1	0	0	0
417	좋아요~^^	0	0	0	0	0	0	0	0
418	최고~~~~^^	1	0	0	0	0	0	0	0
419	강제업데이트 시키지좀마요	0	1	0	0	0	0	0	0
